Date,Open,High,Low,Close,Volume,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-09-16,210.0,220.5,210.0,220.5,1078400,642,1679.75,1078400
2025-09-17,231.5,231.5,231.5,231.5,9600,9,1066.67,9600
2025-09-18,243.05,243.05,243.05,243.05,16800,14,1200.0,16800
2025-09-19,255.2,255.2,255.2,255.2,55200,41,1346.34,55200
