Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-01-28,112.6,119.67,109.0,109.98,28514464,EQ,195293,146.01,12777751
2026-01-29,108.0,108.9,99.85,100.85,13323901,EQ,135351,98.44,6462011
