Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY2026-02-06,163.0,171.15,163.0,171.15,2372800,ST,1353,1753.73,2371200
2026-02-09,179.7,179.7,179.65,179.7,503200,ST,193,2607.25,442400
2026-02-10,188.65,188.65,188.6,188.65,252800,ST,203,1245.32,221600
2026-02-11,198.05,198.05,198.0,198.05,378400,ST,138,2742.03,301600
2026-02-12,207.95,207.95,207.9,207.95,344000,ST,187,1839.57,286400
2026-02-13,218.3,218.3,218.25,218.3,454400,ST,188,2417.02,374400
