Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-01-06,70.0,71.01,66.0,69.15,1425674,EQ,8120,175.58,282222
2026-01-07,68.0,70.0,66.64,69.17,683041,EQ,2379,287.11,100397
2026-01-08,68.83,68.9,66.76,67.48,425615,EQ,3875,109.84,104186
