Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-09-26,465.0,465.0,427.3,440.7,6749933,EQ,116003,58.19,45664342025-09-29,442.25,450.4,432.85,447.0,712721,EQ,25603,27.84,393228
2025-09-30,451.0,453.0,420.1,438.2,754865,EQ,23315,32.38,376919
2025-10-01,438.0,450.3,427.25,447.9,476088,EQ,20598,23.11,269032
2025-10-03,449.9,459.0,443.8,449.0,585027,EQ,,,
