Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-12-17,490.0,499.0,463.8,471.25,15351924,EQ,311303,49.32,8511832
2025-12-18,472.5,478.5,456.1,461.7,1470229,EQ,70991,20.71,733399
