Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-12-19,35.47,35.61,35.31,35.57,16757,EQ,111,150.96,13130
2025-12-22,35.74,36.6,35.72,35.98,16853,EQ,115,146.55,15240
2025-12-23,36.16,36.27,36.04,36.22,11123,EQ,84,132.42,10691
