Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-02-05,nan,nan,nan,18954.26,1914107805.0,29.21,,,,
2026-02-06,nan,nan,nan,18920.17,1648178229.0,29.1,,,,
2026-02-09,nan,nan,nan,19308.61,2129697551.0,29.66,,,,
2026-02-10,nan,nan,nan,19394.31,1666234008.0,29.78,,,,
2026-02-11,nan,nan,nan,19408.41,2069950775.0,29.68,,,,
2026-02-12,nan,nan,nan,19289.08,1640326120.0,29.5,,,,
2026-02-13,nan,nan,nan,18974.12,1556200672.0,28.98,,,,
