Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-09-23,272.1,278.0,247.06,248.38,11746338,EQ,110595,106.21,4730148
2025-09-24,247.0,251.7,243.0,248.39,1866074,EQ,26840,69.53,685190
2025-09-25,246.2,247.3,243.5,243.71,654335,EQ,25729,25.43,378439
2025-09-26,243.0,243.5,233.55,234.69,593931,EQ,9989,59.46,2902042025-09-29,234.7,238.0,225.0,229.97,615733,EQ,12190,50.51,213161
2025-09-30,232.0,251.9,231.5,248.77,1855995,EQ,43906,42.27,529994
2025-10-01,248.0,255.25,246.48,252.52,960354,EQ,23163,41.46,413996
2025-10-03,250.0,256.0,249.75,254.35,561223,EQ,,,
