Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-12-23,5.76,5.76,5.76,5.76,62818,BE,59,1064.71,62818
2025-12-23,5.76,5.76,5.76,5.76,62818,BE,59,1064.71,62818
