Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-12-18,16.5,16.5,15.98,16.2,64276,EQ,54,1190.3,42825
2025-12-19,16.6,16.6,16.25,16.38,79408,EQ,63,1260.44,35333
2025-12-22,16.71,16.71,16.51,16.51,19494,EQ,45,433.2,4532
2025-12-23,16.54,16.67,16.53,16.65,6030,EQ,23,262.17,4276
