Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-09-29,81.0,81.0,76.95,78.3,1392000,ST,456,3052.63,13792002025-09-29,81.0,81.0,76.95,78.3,1392000,ST,456,3052.63,1379200
2025-09-30,75.15,75.15,74.4,74.4,220800,ST,76,2905.26,212800
2025-10-01,70.7,78.1,70.7,78.1,107200,ST,48,2233.33,96000
2025-10-03,82.0,82.0,78.1,82.0,339200,ST,,,
