Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-01-29,435.95,448.0,432.1,446.2,364073,EQ,13338,27.3,1316272026-02-01,451.0,456.9,430.0,437.95,393448,EQ,10820,36.36,263054
2026-02-02,440.0,447.4,434.45,444.15,553097,EQ,18443,29.99,186878
2026-02-03,449.55,478.95,449.55,459.3,2053668,EQ,51419,39.94,726259
2026-02-04,451.05,460.6,447.0,452.65,3142358,EQ,43746,71.83,2345326
2026-02-05,454.9,456.95,440.9,447.0,1486418,EQ,27244,54.56,936256
2026-02-06,446.6,459.5,444.2,457.3,917457,EQ,35178,26.08,506016
2026-02-09,457.3,468.95,454.5,463.95,1925640,EQ,42218,45.61,1255858
2026-02-10,468.9,484.3,461.9,475.4,2145040,EQ,49133,43.66,1144125
2026-02-11,479.45,479.45,459.15,467.6,1618039,EQ,33990,47.6,864465
2026-02-12,516.1,532.4,500.65,513.0,40337888,EQ,461751,87.36,7896890
2026-02-13,530.95,533.0,490.05,502.2,12168797,EQ,152781,79.65,2622593
2026-02-16,499.4,502.0,482.3,499.75,3709812,EQ,73749,50.3,1601789
2026-02-17,495.0,498.95,478.85,480.5,2727575,EQ,39122,69.72,1353078
2026-02-18,483.5,489.7,480.0,486.35,1147245,EQ,22855,50.2,328977
2026-02-19,489.0,492.6,473.0,479.9,1906083,EQ,34887,54.64,648446
2026-02-20,479.95,497.2,479.95,489.4,3402697,EQ,55391,61.43,1101461
2026-02-23,491.0,496.7,482.1,485.2,854311,EQ,26077,32.76,288595
2026-02-24,485.0,490.6,480.7,484.5,1645847,EQ,46900,35.09,768469
2026-02-25,487.25,510.95,480.1,505.45,3857628,EQ,65246,59.12,1557252
2026-02-26,505.0,514.35,502.0,512.75,1879033,EQ,27345,68.72,1083995
2026-02-27,508.1,541.8,505.5,537.4,5845971,EQ,86813,67.34,1806785
2026-03-02,515.0,532.1,496.55,525.85,2272973,EQ,42021,54.09,987892
2026-03-04,518.25,529.9,512.75,523.8,1454332,EQ,26860,54.14,552412
2026-03-05,524.0,530.75,517.05,524.7,1389673,EQ,38078,36.5,501057
2026-03-06,524.7,535.9,518.05,520.1,1626230,EQ,32152,50.58,682914
2026-03-04,518.25,529.9,512.75,523.8,1454332,EQ,26860,54.14,552412
2026-03-05,524.0,530.75,517.05,524.7,1389673,EQ,38078,36.5,501057
2026-03-06,524.7,535.9,518.05,520.1,1626230,EQ,32152,50.58,682914
2026-03-09,513.0,514.0,498.0,506.75,1002715,EQ,30423,32.96,435376
2026-03-10,517.0,522.65,510.0,514.55,2647658,EQ,22962,115.31,1861524
2026-03-11,518.0,522.4,485.2,499.1,1434264,EQ,29178,49.16,967038
2026-03-12,496.5,508.4,484.4,504.55,899376,EQ,25093,35.84,276241
2026-03-13,499.05,517.6,495.0,499.8,3713429,EQ,32344,114.81,2518245
