Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2025-12-30,111.0,116.55,111.0,116.55,532800,ST,311,1713.18,528000
2025-12-31,110.75,122.35,110.75,120.35,426000,ST,195,2184.62,403200
2026-01-01,116.0,118.9,114.35,114.35,52800,ST,39,1353.85,48000
2026-01-02,110.0,113.0,108.65,108.7,111600,ST,66,1690.91,108000
