Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-02-25,198.0,202.78,196.4,197.65,96136,EQ,1486,64.69,54765
2026-02-26,197.0,200.5,196.0,196.99,69312,EQ,1921,36.08,40111
2026-02-27,196.15,196.67,192.2,193.83,50047,EQ,1455,34.4,29210
2026-03-02,182.2,193.83,182.2,188.24,61781,EQ,1367,45.19,37069
2026-03-04,182.59,189.0,181.07,184.18,77194,EQ,1689,45.7,42265
2026-03-05,186.66,195.0,179.8,191.2,96076,EQ,2157,44.54,54500
2026-03-06,188.35,193.9,182.75,184.76,53325,EQ,1035,51.52,36357
2026-03-04,182.59,189.0,181.07,184.18,77194,EQ,1689,45.7,42265
2026-03-05,186.66,195.0,179.8,191.2,96076,EQ,2157,44.54,54500
2026-03-06,188.35,193.9,182.75,184.76,53325,EQ,1035,51.52,36357
2026-03-09,184.76,184.76,174.0,176.36,183789,EQ,3105,59.19,111588
2026-03-10,179.01,183.0,175.74,181.13,131690,EQ,2109,62.44,90962
2026-03-11,179.44,183.78,176.1,178.16,179261,EQ,2941,60.95,114667
2026-03-12,178.16,178.16,170.0,170.46,308269,EQ,2852,108.09,238170
2026-03-13,169.31,171.15,155.66,158.47,292918,EQ,3582,81.77,203154
2026-03-16,160.85,162.38,151.86,157.73,383899,EQ,5045,76.09,242088
2026-03-17,158.0,160.81,147.55,150.16,254705,EQ,3439,74.06,116579
2026-03-18,148.66,159.99,148.66,153.79,273618,EQ,3559,76.88,167146
2026-03-19,150.0,154.79,149.11,152.0,126494,EQ,1931,65.51,82713
2026-03-20,152.25,154.66,150.15,151.07,107122,EQ,3062,34.98,54920
